epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.915091872215271,0.29284387826919556,1.7021163702011108,0.37238264083862305
1,1.3226438760757446,0.5291821360588074,1.4316877126693726,0.4919939637184143
2,1.0268014669418335,0.636617124080658,1.3679550886154175,0.5408512353897095
3,0.8505679965019226,0.6977695226669312,1.226317048072815,0.5828657746315002
4,0.7161743640899658,0.7445167303085327,1.1881722211837769,0.6053099632263184
5,0.6119272112846375,0.7845724821090698,1.3391008377075195,0.6036677360534668
6,0.5359952449798584,0.8130111694335938,1.4483541250228882,0.5939509868621826
7,0.46871188282966614,0.8323420286178589,1.3565306663513184,0.6095525026321411
